식당 이름,번역된 식당 이름,URL,영상,텔,장르,영업 시간,예산,신용 카드,QR 코드 결제,주소,입장,주차,좌석,카운터 좌석,흡연,개인 실,상점 웹 사이트,사용 장면,Wi-Fi 사용,전화 번호,닫힌 날,사적인,인스 타 그램,예약,쇼핑 직무 정보,강의,당신이 마실 수있는 모든 것,요리 기능과 전문 분야,마시는 기능과 세부 사항에 대한 관심,대기,서비스,드레스 코드,애완 동물,추가 장비,IC 카드 지불,발언,아이들이 들어 오세요,전원 공급 장치 사용,외국어 지원,페이스 북,X (트위터),맥주 제작자
江戸前鮨 なか田,에도마 스시 나카타,https://retty.me/area/PRE13/ARE2/SUB202/100000043727/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/20764741.jpg,03-3503-6026,"초밥, 해산물 그릇, 사시미","[하루 종일]
 11:30-21:30 L.O. 21:30","점심 : ~ 5,000 엔
저녁 식사 : ~ 20,000 엔",예,,"1-1-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho Station (110m)에서 도보로 2 분
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (350m)",예,33 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.imperialhotel.co.jp/tokyo/restaurant/nakata,"점심, 저녁 식사, 저녁 식사, 금연",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
すしざんまい 有楽町店,Sushizanmai Yurakucho 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000037093/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27116096.jpg,03-3500-2201,초밥 해산물과 해산물 요리 해산물 그릇,"[태양, 월요일부터 금요일, 토요일]
 0:00-24:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"2-1-3 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (190m)
JR Yamanote Line / Yurakucho Station (190m)에서 도보로 3 분
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",,90 석,"예
(22 석)","불가능합니다
(흡연은 포함되지 않고 흡연은 시간에 허용되지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.kiyomura.co.jp/,"점심, 솔로, 크리스마스 저녁 식사, 음료수, 브런치, 세련된, 아침 식사, 첫 번째 기차, 저녁 식사, 쌀, 맛있고 저렴한 레스토랑, 금연, 세련된 점심, 밤 늦게까지 문을 엽니 다.
다른 사용 장면을 참조하십시오",,,"하루 종일 개점
24 시간을 엽니 다",,,,,,,,,,,,,,,,,,,,,
テマキカキダ,테마키 카키다,https://retty.me/area/PRE13/ARE2/SUB202/100001700203/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32360130.jpg,090-3965-7357,초밥 해산물과 해산물,"예약이 필요합니다
(오후 6시 --/8pm-) 90 분","점심 : ~ 10,000 엔
저녁 식사 : ~ 10,000 엔",,,"Yurakucho Building B1F, 1-10-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (65m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)",,,,,,,혼자 크리스마스 저녁 식사 크리스마스 2024 럭셔리 크리스마스를 즐겁게 할 수 있습니다,,,매주 수요일마다 매주 일요일마다,,,,,,,,,,,,,,,,,,,,https://x.com/temakikakida,
まぐろ一代日比谷店,참치 이치다이 히비야 상점,https://retty.me/area/PRE13/ARE2/SUB202/100000723777/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29759037.jpg,03-3591-0866,초밥 쌀 그릇,"[월요일부터 금요일까지]
 11:00-22:30
[태양, 토요일, 휴일]
 11:00-22:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"2-1-13 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (46m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (49m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (120m)",,25 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 맛있고 저렴한 레스토랑, 비 흡연, 세련된 점심, 바삭 바삭한, 연말 파티, 바삭 바삭한 새해 파티
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
江戸前鮨 鮨源 帝国ホテル東京,에도마 초시 스시 제국 호텔 도쿄,https://retty.me/area/PRE13/ARE2/SUB202/100001345746/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32325189.jpg,03-3503-3600,초밥,"[하루 종일]
 11:00-21:30","점심 : ~ 10,000 엔
저녁 식사 : ~ 30,000 엔",,,"임페리얼 호텔 도쿄 1-1-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (140m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (140m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (360m)",,,,,,,점심 저녁 식사 저녁 식사,,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
鮨 なんば,스시 말바,https://retty.me/area/PRE13/ARE2/SUB202/100001410848/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36695484.jpg,03-6273-3334,초밥,"평일 11시 30 분, 13:00 또는 12:00, 18:00
토요일과 일요일 12:00, 18:00","점심 : ~ 60,000 엔
저녁 식사 : ~ 60,000 엔",,,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (72m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)",,,예,,,,"혼자 당신을 즐겁게 할 수 있습니다, 크리스마스 저녁, 당신은 술을 마실 수있는 크리스마스 저녁 식사, 세련되고 고급스러운 크리스마스, 크리스마스 2024
다른 사용 장면을 참조하십시오",,,매주 월요일,,,,,,,,,,,,,,,,,,,,,
春秋ツギハギ 日比谷,봄과 가을 Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100000010835/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000010835/archive/2465389-612cbc9df0ec5.jpg,050-5304-5857,일본 음식 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:30
저녁 식사 17:00-22:30 L.O. 21:30
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 13:30
저녁 식사 17:00-22:00 L.O. 21:00","점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Nissei Building B1F, 1-1-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (33m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (36m)",예,"275 석
(테이블 좌석, 소파 좌석, 스시 카운터 시트, 완전히 개인 실, 반 개인 객실, 50 명 이상을위한 대형 개인 객실)","예
(스시 카운터)","예
흡연실 사용 가능
(흡연은 점심 시간 동안 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","https://shunjutsugihagi-hibiya.foodre.jp/
http://www.shunju.com/ja/restaurants/tsugihagi/","싱글은 저녁, 점심, 점심, 데이트, 개인 실, 저녁 식사, 고기, 엔터테인먼트, 와인, 페이 페이 포인트, 연말 파티, 새해 파티에 적합합니다.
다른 사용 장면을 참조하십시오",예,03-3595-0511,"하루 종일 개점
∎ 새해 휴가 중 닫기 ・ 첫 번째 일요일에 저녁 식사를 위해 문을 닫았습니다.",예,,사용 가능한 예약,,,,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
숨는 곳",,,불가능합니다,프로젝터와 휴대품 룸이 있습니다,,,"불가능합니다
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",,,,,
やさいの王様 日比谷シャンテ店,쉬운 Hibiya Chante 상점의 왕,https://retty.me/area/PRE13/ARE2/SUB202/100000039293/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000039293/archive/1891137-5f7543a687ab0.png,050-5461-4357,야채 요리,"[하루 종일]
 11:00-22:00 L.O. 21:00
바이러스의 확산이 증가함에 따라 업무 시간은 3 월 22 일부터 오후 11시 ~ 10시 00 시가되며 알코올은 재개됩니다!","점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔",예,PayPay,"Toho Hibiya 건물 1-2-2 Yurakucho, Chiyoda-Ku, 도쿄 (Hibiya Chante) 본관 B2F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (450m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 6 분 (460m)",,58 석,없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://yasai-no-ohsama.com/,"점심, 여자 밤, 솔로 저녁 식사, 세련된 식사, 점심 날짜, 세련된 점심, 탁월한 점심, 새해 파티, 환영 파티, 비 연소, 급여 지불 지불, 점심 시간 음주, 크리스마스 2024, 성인 연말 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",,03-5501-9881,"불규칙한 휴일
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,,,
麺屋 ひょっとこ 交通会館店,Menya Hyottoko Transportation Hall Store,https://retty.me/area/PRE13/ARE2/SUB202/100000018958/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34318273.jpg,03-3211-6002,라면 쌀 음식 스톨 소금라면,"[월요일부터 금요일까지]
 11:00-20:00
[토양]
 11:00-19:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (41m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (47m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (150m)",,7 석,"예
(카운터 좌석 만 있습니다.)","불가능합니다
(도쿄 교통 홀에는 상점 건너편에 흡연실이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.menyahyottoko.com/,"점심, 솔로, 스타일리쉬, 저녁, 쌀, 맛있고, 싸고, 저렴하지 않은, 세련된, 점심
다른 사용 장면을 참조하십시오",,,매주 일요일과 공휴일,,,,,,,,,,,,,,,,,,,,,
添好運 日比谷店,소고 긴 Hibiya 상점,https://retty.me/area/PRE13/ARE2/SUB202/100001409745/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30073191.jpg,03-6550-8818,딤섬 중국 요리 테이크 아웃,"[하루 종일]
 11:00-23:00 L.O. 22:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,PayPay,"1f Hibiya Chante Annex 1-2-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (53m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (53m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (180m)",,84 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://timhowan.jp/,"점심, 여자 밤, 혼자, 크리스마스 저녁 식사, 세련된, 저녁, 비 흡연, 점심, 여자 밤, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,"하루 종일 개점
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,https://www.facebook.com/timhowanjapan/,,
キッチン大正軒,부엌 도식,https://retty.me/area/PRE13/ARE2/SUB202/100000037117/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34168628.jpg,03-3201-0147,"서양식 음식, 카레, 돼지 고기 커틀, 햄버거","[월요일부터 금요일까지]
 11:00-14:30
[결혼과 금요일]
 17:30-20:00
[토양]
 11:00-15:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (44m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (51m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,"13 석
(카운터의 9 석, 4 명을위한 1 개의 테이블)",예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 세련된, 저녁 식사, 쌀, 흡연, 세련된, 점심",,,매주 일요일과 공휴일,,https://www.instagram.com/taisyoken/,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/kitchen taishoken/168607706494784/,https://x.com/taisyoken4129,
あけぼの,아케 보노,https://retty.me/area/PRE13/ARE2/SUB202/100000061667/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36921366.jpg,03-3211-3934,"Tonkatsu, Rice Bowl, Katsudon, Tempura","[월요일부터 금요일, 토요일, 휴일]
점심 11:00-15:00
[월요일, 화요일, 목요일, 금요일 및 휴일]
저녁 식사 17:00-20:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (44m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (48m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (120m)",,"12 석
(카운터 만)","예
(카운터 만)","불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 세련된, 저녁 식사, 비 흡연, 세련된, 점심, 바삭 바삭한, 연말 파티, 바삭 바삭한, 새해 파티
다른 사용 장면을 참조하십시오",,,"매주 일요일
점심은 수요일과 토요일에만 문을 엽니 다",,,,,,,,,,,,,,,,,,,,,
カフェ&ブックス ビブリオテーク 東京・有楽町,"Cafe & Books Bibliotheque Yurakucho, 도쿄",https://retty.me/area/PRE13/ARE2/SUB202/100000040889/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000040889/archive/1843514-5f5736bb24c7e.jpg,03-5222-1566,팬케이크 카페 과자 서양식 음식 파르페,"[하루 종일]
 11:00-21:00 L.O. 20:30
[당분간, 2020 년 6 월 3 일 수요일 시작]
업무 시간을 단축 할 것입니다.
● 평일, 토요일 및 공휴일 11 : 00-21 : 00 (L.O. 20:30)
● 월요일과 일요일 11 : 00-20 : 00 (L.O. 19:30)
*우리는 COVID-19 감염을 예방하기위한 조치를 시행하고 있습니다
*고객과 직원의 안전을 보장하기 위해 방문자 수를 제한하면서 운영 할 것입니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",예,,"2-5-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 1 분 (59m)
JR Yamanote Line / Yurakucho Station (110m)에서 도보로 2 분
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)","예
특별 P 사용 가능",50 석,없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"https://www.bibliotheque.ne.jp/
https://tabelog.com/tokyo/a1301/a130102/13132377/","점심, 여자 밤, 연회 및 음주 파티, 싱글은 괜찮아, 작별 파티, 환영 파티, 체리 꽃보기가있는 레스토랑, 벚꽃 시청, 연말 파티, 새해 파티, 와인, 주차, 세련된 저녁 식사
다른 사용 장면을 참조하십시오",예,,"불규칙한 휴일
폐쇄 : 없음",불가능합니다,https://www.instagram.com/bibliotheque_yurakucho/,사용 가능한 예약,,"2,999 엔 미만의 코스",,"우리는 야채 요리에 대해 특히 알고 있으며, 알레르기가있는 고객을 수용하고 매장 내에서 준비 할 수 있습니다.","맥주, 와인, 위스키, 칵테일",차분한 분위기,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,불가능합니다,,,,"예
아이들을 환영하고, 유치원 어린이는 환영하고, 초등학생은 환영 받고, 기저귀를 이용할 수 있습니다.",불가능합니다,언어를 말할 수있는 직원이 있습니다,https://www.facebook.com/bibliothequetokyo/,https://x.com/biblio_tokyo,
かき小屋 新橋,오두막 신 바시를 흔들었다,https://retty.me/area/PRE13/ARE2/SUB202/100000747881/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000747881/archive/168529-5ec8e00498cd8.jpg,050-3184-3545,해산물과 해산물 굴 바이자카야 바베큐,"[월요일부터 금요일까지]
저녁 식사 16:00-23:00 L.O. 22:00
[토양]
 12:00-23:00 L.O. 22:00
[일요일과 휴일]
 12:00-22:00 L.O. 21:00
영업 시간은 하루에 따라 다를 수 있습니다
영업 시간은 변경 될 수 있습니다.","점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔","비자
JCB",PayPay,"1-6-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)",없음,"80 석
(소파 좌석 이용 가능)",없음,"불가능합니다
(흡연은 상점 내부에서 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"https://r.gnavi.co.jp/g203630/
https://tabelog.com/tokyo/a1301/a130103/13149468/","점심 모든 당신이 먹는 린 링크 연회 및 음주 파티를 환영 파티 연말 파티 새해 파티 술 마시기 와인을 마시는 아이들과 함께 사용 가능하게 사용할 수 있습니다.
다른 사용 장면을 참조하십시오",없음,,하루 종일 개점,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 가능 (좌석) : 80 명",,사용 가능한 예약,,"3,000 엔에서 3,999 엔으로 제공됩니다",,우리는 생선 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 칵테일",숨는 곳,음료를 가져올 수 있습니다,,불가능합니다,,,"*상점 전화가 현재 깨졌습니다.
문의 사항이 있으시면 본사에 문의하십시오.
본사 : 03-3413-9555 (주중 11 : 00-18 : 00)

가져올 수 있습니다
전자 돈을 사용할 수 없습니다","예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",,"영어 중국어
직원과 함께 언어 지원 메뉴가 있습니다",,https://x.com/kaki_shinbashi,
